Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,R NILSSON,Science and Politics in the Regulation of Chemicals in Sweden,,media.hoover.org,,https://media.hoover.org/sites/default/files/documents/0817939326_227.pdf,,209,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,,"After the end of World War II, science was a major organizing factor in Sweden's focusing attention on possible health and environmental risks from humans' discharge of chemicals into the environment. For many decades, Sweden has been hailed as an enviable example …",https://media.hoover.org/sites/default/files/documents/0817939326_227.pdf,"https://scholar.google.com/scholar?q=related:uOFpJKmwGfcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,H Barros,CHALLENGES IN EPIDEMIOLOGY,,,,,,210,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,,,,"https://scholar.google.com/scholar?q=related:JwVeKg5PtzAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,SS Sternberg,Real Science to Regulate Chemicals,,,,,,211,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,,,,"https://scholar.google.com/scholar?q=related:jLLtO5RKxgwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,M Nurminen,Evolution Of Epidemiologic Methodology From The Statistical Perspective,2002,Internet Journal of Epidemiology,researchgate.net,https://www.researchgate.net/profile/Markku-Nurminen-2/publication/232956717_Evolution_Of_Epidemiologic_Methodology_From_The_Statistical_Perspective/links/0912f509a965cc3387000000/Evolution-Of-Epidemiologic-Methodology-From-The-Statistical-Perspective.pdf,,212,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,20,This paper reviews notable developments in theoretical epidemiology from the statistical perspective.[The article is draws mainly from the author's experience of the evolution of epidemiologic methodology while working as a statistical researcher at the Finnish Institute …,https://www.researchgate.net/profile/Markku-Nurminen-2/publication/232956717_Evolution_Of_Epidemiologic_Methodology_From_The_Statistical_Perspective/links/0912f509a965cc3387000000/Evolution-Of-Epidemiologic-Methodology-From-The-Statistical-Perspective.pdf,"https://scholar.google.com/scholar?q=related:Z8s-Qptu9IcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,AEM de Hollander,A framework for assessing the significance of health impacts of environmental exposures,2004,Assessing and evaluating the health impact of …,,,,213,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,18,,,"https://scholar.google.com/scholar?q=related:49S7RSoKkccJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"J Mackenzie, D Everington, RSG Knight, RG Will","Anna M. Molesworth, PhD",2006,Sang,,,,214,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,4,16,,,"https://scholar.google.com/scholar?q=related:U41HS8Y71jIJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,RF Phalen,Interpreting the PM Epidemiology,2002,The Particulate Air Pollution Controversy: A Case Study …,Springer,https://link.springer.com/content/pdf/10.1007/0-306-48208-8_3.pdf,,215,2/3/2022 11:43,,10.1007/0-306-48208-8_3,,,,,,,0,0,0,1,20,"30 The Particulate Air Pollution Controversy uncertainties and concerns listed in the reviews included lack of information on biological mechanisms, limited information on personal exposures, difficulties in disentangling effects of any single air pollutant in the mix of …",,"https://scholar.google.com/scholar?q=related:xTsZTj7xcJAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"R Moynihan, I Heath, D Henry",Disease monger (Krankheitshändler)/British Medical Journal,,psychologische-adhs-therapie.ch,,http://psychologische-adhs-therapie.ch/Bilder/bmj.pdf,,216,2/3/2022 11:43,PDF,,,,,,,,0,0,0,3,,"A lot of money can be made from healthy people who believe they are sick. Pharmaceutical companies sponsor diseases and promote them to prescribers and consumers. Ray Moynihan, Iona Heath, and David Henry give examples of"" disease mongering"" and suggest …",http://psychologische-adhs-therapie.ch/Bilder/bmj.pdf,"https://scholar.google.com/scholar?q=related:2mV5Vl9vzFIJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,GB Gori,www. wlf. org,2004,,wlf.org,http://www.wlf.org/upload/GoriWP.pdf,,217,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,18,"Second, its publications focus on a highly select legal policy-making audience. Legal Studies aggressively markets its publications to federal and state judges and their clerks; members of the United States Congress and their legal staffs; government attorneys; …",http://www.wlf.org/upload/GoriWP.pdf,"https://scholar.google.com/scholar?q=related:iIieWEvG3vQJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,J SCHWARTZ,The Health Effects of Air Pollution,2006,,johnlocke.org,https://www.johnlocke.org/app/uploads/2016/06/airpollutioneffects-schwartz.pdf,,218,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,16,"executive Summary Americans are alarmed about air pollution, and no wonder. Most of the information they receive about air pollution is alarming. Activist groups issue reports with scary titles such as Danger in the Air; Death, Disease and Dirty Power; or Children at Risk …",https://www.johnlocke.org/app/uploads/2016/06/airpollutioneffects-schwartz.pdf,"https://scholar.google.com/scholar?q=related:eM3eWcbsfR0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,G Steiner,On music,2005,,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1122834/,,219,2/3/2022 11:43,,,,,,,,,0,0,0,1,17,"Music authorises, invites the conclusion that the theoretical and practical sciences, that rational investigation will never map experience exhaustively. That there are phenomena “at the centre”... which will endure, boundlessly alive and indispensable, but “outside.” This is …",,"https://scholar.google.com/scholar?q=related:A7HZXlfdtL8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"P Greenwald, SM Pilch, ...",NUTRITION-RELATED CARCINOGENESIS,2001,… Principles & Practice,McGraw-Hill Professional,,,220,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,3,21,,,"https://scholar.google.com/scholar?q=related:ovEKdadnxHAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,V Ana,POTENTIALITIES AND LIMITATIONS,2003,Methodology and Epistemology of Multilevel Analysis …,books.google.com,https://books.google.com/books?hl=en&lr=&id=RuLj82ghU6UC&oi=fnd&pg=PA93&ots=JJz8-7Mw2X&sig=UkXGiQHnSJqLr453lZkFHlQelnY,,221,2/3/2022 11:43,,,,,,,,,0,0,0,1,19,"Throughout history different types of factors have been emphasised as potential"" causes"" of disease (Susser and Susser, 1996a; Catalano, 1979; Tesh, 1990). In the early 19th century, disease was presumed to arise from foul emanations from soil, water and air (the miasmatic …",https://www.researchgate.net/profile/Daniel-Courgeau/publication/286454127_Opening_to_Ana_Diez_Roux_chapter_in_Methodology_and_epistemology_of_multilevel_analysis/links/566aabb808ae62b05f033f53/Opening-to-Ana-Diez-Roux-chapter-in-Methodology-and-epistemology-of-multilevel-analysis,"https://scholar.google.com/scholar?q=related:TH1VeRtwxVUJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,S VERUM,Lung cancer due to passive smoking-a,,academia.edu,,https://www.academia.edu/download/47553901/Lung_cancer_due_to_passive_smoking_-_A_r20160727-19425-97ly1x.pdf,,222,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,,"Objectives: Even from the scientific literature it is difficult to conclude whether the increased risk of lung cancer due to exposure to environmental tobacco smoke (ETS), as reported in many epidemiological studies, is based on sound data from reliable studies, or rather on …",https://www.academia.edu/download/47553901/Lung_cancer_due_to_passive_smoking_-_A_r20160727-19425-97ly1x.pdf,"https://scholar.google.com/scholar?q=related:35w8gdLdu2QJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,RW Haley,Gulf war syndrome: clinical science at the interface with politics,2004,,utswmed-ir.tdl.org,https://utswmed-ir.tdl.org/bitstream/handle/2152.5/1932/20041202_gr_im.pdf?sequence=1,,223,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,18,"Robert W. Haley, MD, is Professor and Chief of the Epidemiology Division in the Department of Internal Medicine, having attended on the medical services of the Dallas Veterans Mfairs Medical Center and Parkland Memorial Hospital. During his ten years as a division director …",https://utswmed-ir.tdl.org/bitstream/handle/2152.5/1932/20041202_gr_im.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:MKVMiGwB2p4J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,IA TRANSRECTAL,"Department of Urology, Northwick Park and St Mark's Hospital, Watford Road, Harrow, London HA1 3UJ, UK",2005,J Antimicrob Chemother,researchgate.net,https://www.researchgate.net/profile/Deepak-Batura/publication/51862020_Infection_after_transrectal_ultrasonography-guided_prostate_biopsy_Increased_relative_risks_after_recent_international_travel_or_antibiotic_use/links/5b377041a6fdcc8506e0aff7/Infection-after-transrectal-ultrasonography-guided-prostate-biopsy-Increased-relative-risks-after-recent-international-travel-or-antibiotic-use.pdf,,224,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,17,INFECTION AFTER TRANSRECTAL ULTRASONOGRAPHYGUIDED PROSTATE BIOPSY: INCREASED RELATIVE RISKS AFTER RECENT INTERNATIONAL TRAVEL OR Page 1 INFECTION AFTER TRANSRECTAL ULTRASONOGRAPHY-GUIDED PROSTATE BIOPSY …,https://www.researchgate.net/profile/Deepak-Batura/publication/51862020_Infection_after_transrectal_ultrasonography-guided_prostate_biopsy_Increased_relative_risks_after_recent_international_travel_or_antibiotic_use/links/5b377041a6fdcc8506e0aff7/Infection-after-transrectal-ultrasonography-guided-prostate-biopsy-Increased-relative-risks-after-recent-international-travel-or-antibiotic-use.pdf,"https://scholar.google.com/scholar?q=related:d52sjys6X1kJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"MN Lassere, KR Johnson",Power of the database: an international approach to studying longterm rheumatoid arthritis therapy.,2004,The Journal of Rheumatology,jrheum.org,https://www.jrheum.org/content/31/10/1877.short,,225,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,2,18,"1200 RA patients taking azathioprine, even though powered to detect a 3-fold increase in cases over controls, had too few cases to permit multivariate analysis8. The reasons for the limitations of these studies are many. RA is highly variable and compounded by …",,"https://scholar.google.com/scholar?q=related:tG12kpwnb08J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"L Vega, P Olmos, R Feltrero",Revista Iberoamericana de Argumentació n,2003,innovation,academia.edu,https://www.academia.edu/download/32668446/Arnau___Ballus_(2013)_Innovative_scaffolding.pdf,,226,2/3/2022 11:43,PDF,,,,,,,,0,0,0,3,19,"Los estudios sobre innovación han prestado mucha atención a sus bases cognitivas. Esa perspectiva corre el riesgo de caer en los supuestos internalistas tradicionales. Nos oponemos, pues, al contraste entre el procesamiento cognitivo interno y las prácticas y …",https://www.academia.edu/download/32668446/Arnau___Ballus_(2013)_Innovative_scaffolding.pdf,"https://scholar.google.com/scholar?q=related:K81_knBOMbAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,A Bergmark,"Risk, pleasure and information–notes concerning the discursive space of prevention",2002,Nordic Studies on Alcohol and Drugs,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1458612602019005-611,,227,2/3/2022 11:43,,10.1177/1458612602019005-611,,,,,,,0,0,0,1,20,"In this paper the notions of risk, pleasure and information are discussed with reference both to their utilization within the prevention discourse and to their relation to a process of de-traditionalization. It is suggested that the current lack of options for moral discourse directed …",https://journals.sagepub.com/doi/pdf/10.1177/1458612602019005-611,"https://scholar.google.com/scholar?q=related:a6PGlNL8A_wJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,J Schwartz,Environmental Policy Outlook,2004,,aei.org,https://www.aei.org/wp-content/uploads/2009/01/20040121_16242graphics.pdf,,228,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,18,Joel Schwartz is a visiting fellow at AEI and is the former executive officer of the California agency charged with evaluating the state's vehicle emissions inspection program and making policy recommendations to the governor and the state legislature. He is also the …,https://www.aei.org/wp-content/uploads/2009/01/20040121_16242graphics.pdf,"https://scholar.google.com/scholar?q=related:F13HlgW-ieEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,J Waalen,Human Genome Epidemiology: A Scientific Foundation for Using Genetic Information to Improve and Prevent Disease,2004,American Journal of Preventive Medicine,infona.pl,https://www.infona.pl/resource/bwmeta1.element.elsevier-91baf9f3-6126-3595-8af3-75edfa984846,,229,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,18,"Human Genome Epidemiology: A Scientific Foundation for Using Genetic Information to Improve and Prevent Disease × Close The Infona portal uses cookies, ie strings of text saved by a browser on the user's device. The portal can access those files and use them to …",,"https://scholar.google.com/scholar?q=related:zyMRmp1YUoYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"S Tong, I Ring, J Olsen",Why does epidemiology need better questionnaires?,2003,Australasian Epidemiologist,search.informit.org,https://search.informit.org/doi/pdf/10.3316/informit.431788510770423,,230,2/3/2022 11:43,,10.3316/informit.431788510770423,,,,,,,0,0,0,3,19,"Why does epidemiology need better questionnaires? Page 1 Brown W), Dobson AJ, Bryson L, Byles JE. Women's Health Australia: on the progress of the main cohort srudies.Joumal ofWomen's Health & Gender-based Medicine 1999;8:68H588. McCallum J.The SF-36 in an …",,"https://scholar.google.com/scholar?q=related:KMtrovbSUb8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,MA Denke,Dairy Products and Red Meat: Midwesterners Always Knew They Were Good for Something,2001,Circulation,Am Heart Assoc,https://www.ahajournals.org/doi/full/10.1161/01.CIR.103.6.784,,231,2/3/2022 11:43,HTML,10.1161/01.CIR.103.6.784,,,,,,,0,0,0,1,21,"Study Cohort linking diet with disease. The intake of saturated fat and animal protein, much maligned in this cholesterol-conscious world, were negatively associated with the risk of stroke due to intraparenchymal hemorrhage. A sigh of relief can be heard throughout the …",https://www.ahajournals.org/doi/full/10.1161/01.CIR.103.6.784,"https://scholar.google.com/scholar?q=related:fJrppBYqxfoJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,DF Ransohoff,and Serum Proteomics,2005,Journal of the National Cancer Institute,scholar.archive.org,https://scholar.archive.org/work/gplox446mvacviu6kzotz3fy4q/access/wayback/https://watermark.silverchair.com/dji054.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAaAwggGcBgkqhkiG9w0BBwagggGNMIIBiQIBADCCAYIGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMl96-VPAbQ__vc5qGAgEQgIIBU75eGeWxg6i7_qBxR7zPiLD8jIDW9uTDDJVKWhDlbQQdGbbWgu4P9lTtq_KT2JQPA8pYUxJRhj3S-2tFCi8kQu4DBJRi2UKfi7gT4bibYYdrFCYhdrjXw5R7Hu400DBzrZ-gTCkD5a2fR06jQ1PZEnTH9eTLQAYvs0oCm4s0O7krDHvLUN-_tcS5yHtL757CSvZ7Nqw9lZ7Ry5mKck35-cXBHrrF1B6yHJPbkHdNIuanFVV0pkh0e1vioB1tW_nPg6OjabLAWJtPQT8qRYXZn6dCnmqnzOtyHpm0178n4IWFZCkmmh-a6ubBpButSyV4C4kK1AOmiZemyTgDjDvvzQwMN1WT4N3SdZdvikSLYCj78FW2dW2yckyPTnm9BxcDPsUql1egexe7jZcpshbQkP0YUOjy3eRz54EaowREaKp6ZpODpn_j3Dz-X0nRPXwAsb6rbw,,232,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,17,"In 2002 a study reported that a blood test, based on patternrecognition proteomics mass spectroscopy analysis of serum, was nearly 100% sensitive and specific to detect ovarian cancer. Plans to introduce a commercial screening test by early 2004 were delayed amid …",https://scholar.archive.org/work/gplox446mvacviu6kzotz3fy4q/access/wayback/https://watermark.silverchair.com/dji054.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAaAwggGcBgkqhkiG9w0BBwagggGNMIIBiQIBADCCAYIGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMl96-VPAbQ__vc5qGAgEQgIIBU75eGeWxg6i7_qBxR7zPiLD8jIDW9uTDDJVKWhDlbQQdGbbWgu4P9lTtq_KT2JQPA8pYUxJRhj3S-2tFCi8kQu4DBJRi2UKfi7gT4bibYYdrFCYhdrjXw5R7Hu400DBzrZ-gTCkD5a2fR06jQ1PZEnTH9eTLQAYvs0oCm4s0O7krDHvLUN-_tcS5yHtL757CSvZ7Nqw9lZ7Ry5mKck35-cXBHrrF1B6yHJPbkHdNIuanFVV0pkh0e1vioB1tW_nPg6OjabLAWJtPQT8qRYXZn6dCnmqnzOtyHpm0178n4IWFZCkmmh-a6ubBpButSyV4C4kK1AOmiZemyTgDjDvvzQwMN1WT4N3SdZdvikSLYCj78FW2dW2yckyPTnm9BxcDPsUql1egexe7jZcpshbQkP0YUOjy3eRz54EaowREaKp6ZpODpn_j3Dz-X0nRPXwAsb6rbw,"https://scholar.google.com/scholar?q=related:rbblrXUFrF4J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,NM Gatto,Redundancy: A discrepancy between what we want and what we get from our effect estimates,2005,,search.proquest.com,https://search.proquest.com/openview/348a4b08bdcad34bb50b90c5d9f6a4ed/1?pq-origsite=gscholar&cbl=18750&diss=y,,233,2/3/2022 11:43,BOOK,,,,,,,,0,0,0,1,17,"The ubiquity of small and inconsistent effects found over the last several decades has led to many critiques of observational epidemiology, the most severe of which suggest that epidemiology has outlived its utility. In this dissertation, we examine a phenomenon …",,"https://scholar.google.com/scholar?q=related:YHtZtOVdgwwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"JR Brook, RT Burnett, M Shepherd",UNSCEAR (United Nations Scientific Committee on the Effects of Atomic Radiation),2002,Encyclopedia of Global Environmental …,Wiley,,,234,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,3,20,,,"https://scholar.google.com/scholar?q=related:i0s_wEHC-AYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,RC Brownson,I. Course Overview,,,,,,235,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,,,,"https://scholar.google.com/scholar?q=related:d3YpxmPC18sJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,J Luik,Smokescreen,,,,,,236,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,,,,"https://scholar.google.com/scholar?q=related:tzXt0hscvbcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,MB Van Der Weyden,The ghost of George Bernard Shaw and Australian doctors' dilemmas,2006,Medical Journal of Australia,mja.com.au,https://www.mja.com.au/system/files/issues/185_11_041206/van11211_fm.pdf,,237,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,16,• Medical practice. The burden of bureaucracy has had an insidious impact on medical practice and the independence of doctors. Conforming to evidence-based and protocol-driven practice continually erodes the capacity for discretionary practice and dampens its …,https://www.mja.com.au/system/files/issues/185_11_041206/van11211_fm.pdf,"https://scholar.google.com/scholar?q=related:Ilbk1g4N0JEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,J Herbold,"Military Preventive Medicine: Mobilization and Deployment, Volume 1",2004,American Journal of Preventive Medicine,ajpmonline.org,https://www.ajpmonline.org/article/S0749-3797(04)00190-4/abstract,,238,2/3/2022 11:43,,,,,,,,,0,0,0,1,18,"Military Preventive Medicine Mobilization and De-ployment, Volume 1 is the 14th textbook published as a series for military medical education by the Office of the Surgeon General, Department of the Army. The specialty editor, Patrick Kelley, MD, MPH, is a career military …",,"https://scholar.google.com/scholar?q=related:vFCz3E7ws-IJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,A Oliva,"9.63 Laboratory in Cognitive Science, Fall 2005",2005,,dspace.mit.edu,https://dspace.mit.edu/handle/1721.1/58674,,239,2/3/2022 11:43,,,,,,,,,0,0,0,1,17,"9.63 teaches principles of experimental methods in human perception and cognition, including design and statistical analysis. The course combines lectures and hands-on experimental exercises and requires an independent experimental project. Some …",https://dspace.mit.edu/bitstream/handle/1721.1/58674/9-63-fall-2005/contents/readings/ioannidis.pdf,"https://scholar.google.com/scholar?q=related:prQY5Ma5xtoJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,J Schwartz,"Facts Not Fear on Air Pollution: How Regulators, Environmentalists and Scientists Exaggerate the Level and",2006,,aei.org,https://www.aei.org/wp-content/uploads/2011/10/20061212_st294.pdf,,240,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,16,"Air pollution has been declining for decades across the United States, yet most Americans still believe air pollution is a growing problem and a serious threat to their health. The reason: most information on air pollution from environmentalists, regulators and journalists …",https://www.aei.org/wp-content/uploads/2011/10/20061212_st294.pdf,"https://scholar.google.com/scholar?q=related:q9dD5tVQIzkJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"R Gusfield, M Douglas, ...",HISTORICAL OVERVIEW,2001,Contemporary …,Health Administration Press,,,241,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,3,21,,,"https://scholar.google.com/scholar?q=related:UVaT7k7scQEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,TS Tolbert,A study of the impact of apoE genotype on risk perception for Alzheimer disease,2003,,search.proquest.com,https://search.proquest.com/openview/c4fc46cd8ea65e91132fdd6cf303971f/1?pq-origsite=gscholar&cbl=18750&diss=y,,242,2/3/2022 11:43,BOOK,,,,,,,,0,0,0,1,19,"Alzheimer disease (AD) is a progressive, irreversible neurological disorder that is characterized by cognitive and behavioral problems. It currently affects millions of Americans in the United States and is expected to significantly increase in prevalence as the age of the …",,"https://scholar.google.com/scholar?q=related:6aKB7ykDBD4J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"D Whiteman, N Hayward",Cancer epidemiology and the Human Genome Project,2001,Australasian Epidemiologist,search.informit.org,https://search.informit.org/doi/abs/10.3316/informit.432831957160883,,243,2/3/2022 11:43,,10.3316/informit.432831957160883,,,,,,,0,0,0,2,21,"In recent years, there has been considerable debate about the future of epidemiology. The success of the Human Genome Project in cataloguing the genetic blueprint of man has been heralded by many as the dawn of a new era for the study of diseases, including cancer …",,"https://scholar.google.com/scholar?q=related:ixHR9NIZOA0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,MF Roizen,La verdadera edad:¿ Es usted tan joven como puede ser? Y cuán fácil es volverse una persona que se vea y se sienta más joven,2004,Revista Mexicana de Anestesiología,medigraphic.com,https://www.medigraphic.com/pdfs/rma/cma-2004/cmas041c.pdf,,244,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,18,RealAge: Are you as young as you can be? Page 1 Otras secciones de este sitio: Índice de este número Más revistas Búsqueda Others sections in this web site: Contents of this number More journals Search Artículo: RealAge: Are you as young as you can be? And …,https://www.medigraphic.com/pdfs/rma/cma-2004/cmas041c.pdf,"https://scholar.google.com/scholar?q=related:w_Pj-9v-s_4J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,A Ithough,Communicating Epidemiologic Information,2006,Applied Epidemiology: Theory to Practice,books.google.com,https://books.google.com/books?hl=en&lr=&id=Q2CywSqCtpUC&oi=fnd&pg=PA327&ots=ZbJvpOXEZM&sig=DLuGylc3k3bn44vztTQGTZ5OG3E,,245,2/3/2022 11:43,,,,,,,,,0,0,0,1,16,"A Ithough epidemiologic research and public health surveillance may provide information that has profound public health and health care policy implications, this information must be communicated effectively to a wide variety of audiences. Whereas courses and textbooks of …",,"https://scholar.google.com/scholar?q=related:3XYR_FXEkOMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,???,??????: ??????????,2003,????????,cqvip.com,http://www.cqvip.com/qk/90410x/2003010/8497362.html,,246,2/3/2022 11:43,,,,,,,,,0,0,0,1,19,"?, ???????????????????National Research Council ??????????[1], ????????????????????????????????, ?????????????????????????????. ?? …",,"https://scholar.google.com/scholar?q=related:pyR1FnFKG8AJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"AO Kern, E Kistler, F Mamberer, RR Unteutsch, ...",Die Bestimmung des Leistungskataloges in der gesetzlichen Krankenversicherung. Band 1: Definitionsprobleme und Implikationen von …,2004,,econstor.eu,https://www.econstor.eu/bitstream/10419/116352/1/edition_hbs_107.pdf,,247,2/3/2022 11:43,PDF,,,,,,,,0,0,0,5,18,"Das Thema Grund-und Wahlleistungen ist nicht neu, es ist bereits seit den 1980iger Jahren in der öffentlichen Diskussion. Später wurde das Thema wieder auf die politische Agenda gesetzt, nachdem sich der Sachverständigenrat für die Konzertierte Aktion im …",https://www.econstor.eu/bitstream/10419/116352/1/edition_hbs_107.pdf,"https://scholar.google.com/scholar?q=related:px41J0_VnbkJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,M DE,Formas de prevención en la población y en individuos con riesgo elevado,2004,Epidemiology,Elsevier España,,,248,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,18,,,"https://scholar.google.com/scholar?q=related:iCooV1EwLeEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
